"trf","logFC","logCPM","LR","PValue","FDR","log2FC","isSg","miR"
"miR-421-3p",0.118101168549312,5.23823897762398,0.416316594449116,0.518780737797078,0.912509595622207,0.170366304051537,"N.S.","miR-421-3p"
"miR-191-5p",0.100224451819959,11.7172977240444,0.413871638918797,0.520010926762873,0.912509595622207,0.144578327563527,"N.S.","miR-191-5p"
"miR-345-5p",0.174374789663134,2.90363501158024,0.404520286760519,0.524763977508987,0.914622847972396,0.251543560487872,"N.S.","miR-345-5p"
"miR-10b-3p",-0.106150331825771,6.56270241020511,0.403652045596472,0.525209189992883,0.914622847972396,-0.153126678839336,"N.S.","miR-10b-3p"
"miR-664-5p",-0.108814649398587,5.95968886694007,0.392702134800288,0.530882453916369,0.921000620809459,-0.156970078047624,"N.S.","miR-664-5p"
"miR-106b-5p",0.124329106882337,4.3316592872136,0.367929175036029,0.544135214544475,0.924464136150223,0.179350388194745,"N.S.","miR-106b-5p"
"miR-872-3p",0.13171089548009,3.97522499088061,0.367639121842975,0.544293969726699,0.924464136150223,0.189998953794364,"N.S.","miR-872-3p"
"miR-25-5p",0.156051851580445,3.14208336029333,0.365955481845521,0.545217173521108,0.924464136150223,0.225111889414191,"N.S.","miR-25-5p"
"let-7j",0.183536990662877,2.51834824935819,0.365485512265802,0.545475393591319,0.924464136150223,0.264760451907975,"N.S.","let-7j"
"miR-153-3p",-0.107659861981965,5.50311376284203,0.36182859865705,0.547492428417861,0.924464136150223,-0.155304244707008,"N.S.","miR-153-3p"
"miR-145a-3p",0.0987625882794787,9.90613205327366,0.361364640756321,0.547749324085323,0.924464136150223,0.142469522955761,"N.S.","miR-145a-3p"
"miR-412-3p",0.204636609204413,2.1368807333298,0.356441314161803,0.55048931210963,0.924464136150223,0.295197610760624,"N.S.","miR-412-3p"
"miR-425-3p",0.144920745788913,3.40023829505196,0.354153207831825,0.551771463296066,0.924464136150223,0.209054763333189,"N.S.","miR-425-3p"
"miR-3102-5p.2-5p",-0.147603652602487,3.30429084186151,0.353903808684797,0.551911554093328,0.924464136150223,-0.212924978366264,"N.S.","miR-3102-5p.2-5p"
