"trf","logFC","logCPM","LR","PValue","FDR","log2FC","isSg","mir"
"mmu-miR-1191a",0.358986289271411,3.07903009248718,0.406129934745618,0.523940362456576,0.845378791984177,0.517854040392578,"N.S.","mmu-miR-1191a"
"mmu-miR-30d-3p",0.337350498905691,4.38100790592698,0.40301111122451,0.52553827660996,0.845378791984177,0.486643429311263,"N.S.","mmu-miR-30d-3p"
"mmu-miR-497a-5p",0.329846166467641,5.42142937719962,0.399978392568094,0.527100416052091,0.845378791984177,0.47581808865165,"N.S.","mmu-miR-497a-5p"
"mmu-miR-99a-5p",-0.324144186722322,16.5471369604596,0.394078433429968,0.530163356825284,0.845378791984177,-0.467592723679235,"N.S.","mmu-miR-99a-5p"
"mmu-miR-107-3p",0.32530764693469,6.54095586553623,0.39370924394588,0.530356081290649,0.845378791984177,0.469271067921946,"N.S.","mmu-miR-107-3p"
"mmu-miR-181a-2-3p",0.326240949471629,5.40531427057805,0.389178498212881,0.532731534258095,0.845378791984177,0.470617399255779,"N.S.","mmu-miR-181a-2-3p"
"mmu-miR-3061-5p",-0.344320776563311,3.39909882373095,0.386692652189043,0.534043027556782,0.845378791984177,-0.496698371674054,"N.S.","mmu-miR-3061-5p"
"mmu-miR-24-3p",-0.320558781209406,14.5455207066885,0.38542097365189,0.534716206956584,0.845378791984177,-0.462420613248283,"N.S.","mmu-miR-24-3p"
"mmu-miR-344b-3p",-0.334353614351381,3.70001274489735,0.380870760180652,0.537137588311861,0.846227288252721,-0.482320287114969,"N.S.","mmu-miR-344b-3p"
"mmu-miR-503-3p",-0.31782292979024,4.87184665311921,0.366244832138811,0.545058305528835,0.852642370459067,-0.458474023214985,"N.S.","mmu-miR-503-3p"
"mmu-miR-5114",0.351179236911413,2.70268265948925,0.362177968473038,0.547299128711613,0.852642370459067,0.506592012485086,"N.S.","mmu-miR-5114"
"mmu-miR-674-5p",0.321735908849401,3.97011654306673,0.359819357602093,0.548606576772354,0.852642370459067,0.464118673376614,"N.S.","mmu-miR-674-5p"
"mmu-miR-99b-3p",-0.307410512329428,7.45935069707688,0.354421747873861,0.55162069546793,0.852642370459067,-0.44345363771982,"N.S.","mmu-miR-99b-3p"
"mmu-miR-26b-5p",0.305914793348322,12.2008821883345,0.353597767229485,0.552083552974443,0.852642370459067,0.441295995100015,"N.S.","mmu-miR-26b-5p"
"mmu-miR-125a-5p",-0.304157395706727,13.5477135174558,0.349114665163142,0.554614724968817,0.852642370459067,-0.438760869117562,"N.S.","mmu-miR-125a-5p"
"mmu-miR-3068-3p",0.316130320566264,3.71031209609023,0.341786218002651,0.558799993211121,0.852642370459067,0.456032357469977,"N.S.","mmu-miR-3068-3p"
