,Ester_24h_CNT_F_S_S5_R1_001.flexbar_q.fastq,Ester_24h_CNT_F_S_S6_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_S_S17_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_S_S18_R1_001.flexbar_q.fastq,Ester_24h_LPS_F_S_S7_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_S_S19_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_S_S20_R1_001.flexbar_q.fastq,Ester_24h_PS_F_S_S8_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_S_S1_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_S_S2_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_S_S13_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_S_S14_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_S_S3_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_S_S4_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_S_S15_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_S_S16_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_S_S10_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_S_S9_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_S_S21_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_S_S22_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_S_S11_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_S_S12_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_S_S23_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_S_S24_R1_001.flexbar_q.fastq
tRF-41-6MF0IV1NL33VL8W1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-6RJ89O9NF5W8EZOMD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,6.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-7383RPD9W1X6L85JD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-79MP9P9NH57S362V0,10.16,10.4,8.48,11.64,111.66,19.12,3.5,7.79,30.1,12.44,45.85,27.8,1.32,8.82,17.29,11.84,35.97,93.31,6.31,26.92,11.58,6.56,3.88,0.0
tRF-41-79MP9P9NH57S3O2V0,0.0,0.0,0.0,0.0,27.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-7IR1JOKP1M58HUB6E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-7JLJR7DJQ8IO69JME,0.0,0.0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-7JPDRPLWND8PHPD3E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-7RI3SERXPIN24YDRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,1.97,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0
tRF-41-7Z2R1HPSR9O9337KB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.33,0.0,0.0,0.0,0.0,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-81JJ6RRNLIK898O1B,10.16,10.4,28.28,104.78,0.0,66.91,10.51,7.79,15.05,15.56,8.34,9.27,4.63,15.44,17.29,7.9,2.57,0.0,18.94,67.3,2.9,8.21,15.52,21.8
tRF-41-81PV6RRNLNK88KB1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-81PV6RRNLNK88KO1B,30.47,23.41,8.48,23.29,0.0,14.34,24.52,23.38,5.02,31.11,50.02,9.27,17.2,11.03,11.53,7.9,10.28,7.18,18.94,107.69,4.34,16.41,27.16,21.8
tRF-41-83ML5FX24ZD7JKW40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-83RPD9W1X6L85J3KE,0.0,2.6,0.0,0.0,0.0,9.56,0.0,0.0,0.0,0.0,12.5,4.63,0.0,2.21,5.76,0.0,0.0,14.36,0.0,0.0,0.0,4.92,0.0,0.0
tRF-41-86J8WPMN1E8Y7Z2RB,0.0,0.0,2.83,0.0,0.0,9.56,7.0,3.9,0.0,12.44,16.67,0.0,0.66,0.0,0.0,9.87,23.12,35.89,0.0,13.46,4.34,3.28,11.64,10.9
tRF-41-86V8WPMN1E8Y7Z2RB,0.0,5.2,2.83,11.64,0.0,0.0,0.0,7.79,0.0,6.22,0.0,0.0,0.0,0.0,5.76,1.97,17.98,7.18,0.0,0.0,1.45,1.64,11.64,0.0
tRF-41-87R8WP9I1EWJQZ2SD,0.0,2.6,0.0,0.0,0.0,0.0,0.0,7.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-87R8WP9N1EWJQ72SD,5.08,7.8,11.31,11.64,27.92,14.34,21.01,0.0,0.0,9.33,41.68,13.9,1.32,0.0,17.29,7.9,20.55,43.07,6.31,40.38,8.69,26.26,19.4,10.9
tRF-41-897PVP941QKS3W2V0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-8HM2OSRN2NKSEK51B,10.16,7.8,19.79,34.93,13.96,4.78,28.02,11.69,20.07,34.22,25.01,13.9,9.26,4.41,5.76,17.77,33.4,14.36,6.31,94.23,26.06,39.39,27.16,43.59
tRF-41-8HM2OSRNLNKSEK51B,121.86,75.42,98.97,407.49,265.2,114.71,112.08,97.4,85.3,108.89,254.26,180.72,28.45,79.41,242.12,126.34,87.35,86.13,151.51,282.68,63.71,254.38,213.42,359.65
tRF-41-8WI26WRNLEK5YY01B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-947673FEWS3V2VR00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-94U47P299DZUH6QED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-94V4SMIFFNKQWYL1D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-96L85DMKYOYRLHR0D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,1.97,0.0,0.0,0.0,13.46,0.0,0.0,0.0,10.9
tRF-41-96L85DMKYUYRLHR0D,0.0,2.6,0.0,0.0,13.96,4.78,3.5,3.9,0.0,6.22,0.0,4.63,1.99,2.21,5.76,5.92,10.28,0.0,0.0,0.0,7.24,0.0,0.0,21.8
tRF-41-9LQ4PUQ340QI6NDJE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0
tRF-41-9NF5W8EZOMJHHS19B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-9NJ4S2I7L7P5QK11D,5.08,18.21,8.48,46.57,97.71,14.34,28.02,23.38,30.1,40.44,16.67,13.9,3.97,15.44,5.76,11.84,10.28,21.53,6.31,40.38,18.82,45.95,23.28,43.59
tRF-41-9NY5KKM1M3WD8S740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-9X0UD3947SFR06RD0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-D8H0PI673OPP6N7KE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0
tRF-41-D8H0PMF732Q86N7KE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-D8H0PN673OPP6N7KE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76,0.0
tRF-41-D8H0QMXIW282FN5KE,0.0,0.0,0.0,0.0,13.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-D8HJPN6IWOYO1N3KE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-D8UJE76INB8PLML3E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0
tRF-41-D8YJE76INB8PLML3E,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,6.22,4.17,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.56,0.0,0.0
tRF-41-D8YJE76IZB8PLML3E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-DHXY6RHDK2RSI2WBB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-DJQ8IX69JMI958M80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-DRI8RZKSLP7SDRXSB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-DRIWQZPHM87SDRJRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-F8DHXY6RHDK2RSI2E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-F8YMEMXZU5P21MNKE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76,0.0
tRF-41-F918V0JZOYJE22RRD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.46,0.0,0.0,0.0,0.0
tRF-41-F91SS2PMFIZOWURMD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-FIO2WO1M38YU8SRZD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-FMF07V7N232WMK81B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-FMF0QV7NLE2WMK81B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-HENBRRX3WB365K65D,0.0,0.0,5.66,0.0,0.0,0.0,0.0,3.9,0.0,3.11,0.0,23.17,1.32,0.0,0.0,0.0,0.0,7.18,0.0,0.0,1.45,0.0,3.88,0.0
tRF-41-HENBRSX3WE362865D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.79,0.0,3.11,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-I2UKJ6P9M0NK5Y93E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-I3VF4YO9XEKJ5R5ND,0.0,0.0,0.0,0.0,0.0,4.78,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14,0.0,0.0,13.46,1.45,0.0,0.0,0.0
tRF-41-I3VF4YOZXEKJ5R5ND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-J4S2I7L7P5QK11M3E,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-JHOJ7IR1JOKP1M58B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,5.76,0.0,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-JMRPFQ5DWXH913M80,0.0,0.0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0
tRF-41-JMRPFQJDZXHY13KK0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-JOWU1MN0YU09FKRFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-JY7383RPD9W1X6L80,0.0,0.0,0.0,0.0,27.92,9.56,3.5,0.0,0.0,3.11,0.0,4.63,0.0,6.62,0.0,0.0,2.57,0.0,12.63,0.0,0.0,0.0,0.0,0.0
tRF-41-K5I34JRX6N38Z9060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-K84J83ML5F924ZDRD,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0
tRF-41-K84J83ML5FX24ZD7D,0.0,5.2,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0
tRF-41-KF9MVH7P59N3Z6KP0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-KHM26RRNLNK8KEP1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-KNNVORRNLNK8QJP1B,10.16,2.6,2.83,23.29,13.96,19.12,0.0,0.0,0.0,9.33,12.5,4.63,4.63,2.21,0.0,0.0,2.57,0.0,0.0,0.0,0.0,1.64,3.88,0.0
tRF-41-KQWYL1M3WE8S68L5D,20.31,13.0,0.0,0.0,55.83,14.34,0.0,23.38,25.09,24.89,12.5,9.27,1.99,2.21,11.53,7.9,0.0,43.07,18.94,13.46,5.79,3.28,7.76,10.9
tRF-41-KY7343RX6NMH490VD,0.0,0.0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-L7S5QKF1R3WE8RO80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-L981PV6RRNLNK88K0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0
tRF-41-LBVIJNR0FWVDX0HXB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-M0NK5Y93W086W8SVD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.46,0.0,0.0,0.0,0.0
tRF-41-MBQ4NKKQBRFKWE6M0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-MBQ4NKKQBRFKWE6ME,5.08,0.0,0.0,0.0,13.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0
tRF-41-MEJB5Y13WB87W47VD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-MQ18Y3E7QN7JLP21E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-NB8PLML38BWS7209D,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,5.76,0.0,0.0,0.0,6.31,0.0,0.0,3.28,0.0,0.0
tRF-41-NMEH623K76IR3DR20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-NMEH623K7SIR3DR20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-O9XEKJ5R5N2E489BD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-P4R8YP9LON4VN1EH0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.46,1.45,1.64,0.0,0.0
tRF-41-P5QK11M3WE8SPOX5D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-PNR8YP9LON4VN1EH0,5.08,5.2,2.83,0.0,13.96,0.0,14.01,19.48,0.0,12.44,4.17,0.0,0.66,0.0,28.82,0.0,10.28,0.0,0.0,13.46,1.45,16.41,3.88,0.0
tRF-41-PS5P4PW3FJHPEZUME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,0.0,0.0
tRF-41-PSQP4PW3FJI007UME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-PSQP4PW3FJI0E7UME,76.16,13.0,14.14,23.29,69.79,109.93,7.0,70.13,45.16,115.11,83.36,46.34,11.25,13.24,63.41,43.43,51.38,28.71,18.94,121.15,13.03,41.03,31.04,21.8
tRF-41-PSQP4PW3FJIKE7UMD,25.39,0.0,5.66,0.0,13.96,95.59,3.5,15.58,0.0,24.89,16.67,18.53,3.97,4.41,23.06,17.77,15.41,0.0,0.0,67.3,13.03,14.77,3.88,0.0
tRF-41-PSQP4PW3FJIKE7UME,0.0,2.6,8.48,0.0,0.0,52.57,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,1.97,2.57,14.36,0.0,13.46,1.45,1.64,3.88,0.0
tRF-41-PW5SVP9N15WV7W6SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-PY8HM2OSRNLNKSEK0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-Q2FWQ8P6U1J0SU9ED,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-Q67850MXOYDE4BRRD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-Q72S3HPSR95933JKB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-Q89P9L8422YRI7XUD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-QE6IQO8Q9VWVEH93E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-QI6NVJ8PW7W26WRND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-QP4PW3FJI0E7UM8K0,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-QW58309NDJ78ESBMD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-R29P4P9L5HJVZVILE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-R918VBY9PYKHM26R0,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,0.0,0.0
tRF-41-R9J89O9LF5W8E7OMD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-R9J89O9NF5W8E7OMD,5.08,7.8,2.83,11.64,41.87,33.46,3.5,7.79,0.0,21.78,29.18,13.9,1.32,0.0,17.29,7.9,12.85,7.18,0.0,53.84,7.24,9.85,0.0,0.0
tRF-41-RKILQ673FJQHNSJW0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-RLQ4PUQ340QI6NVJE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-RLVIJ4S2PNXIP280B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-RPM8309MUKLY5Z1ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0
tRF-41-RRJ89O9NF5W8EZOMD,0.0,2.6,0.0,0.0,0.0,4.78,0.0,0.0,0.0,3.11,0.0,0.0,0.0,2.21,0.0,0.0,2.57,0.0,0.0,0.0,2.9,0.0,0.0,0.0
tRF-41-RWD8YJE76INB8PLMD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.38,0.0,0.0,0.0,0.0
