Sample_ID,Ester_24h_CNT_F_S_S6_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_S_S17_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_S_S18_R1_001.flexbar_q.fastq,Ester_24h_LPS_F_S_S7_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_S_S19_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_S_S20_R1_001.flexbar_q.fastq,Ester_24h_PS_F_S_S8_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_S_S1_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_S_S2_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_S_S13_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_S_S14_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_S_S3_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_S_S4_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_S_S15_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_S_S16_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_S_S10_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_S_S9_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_S_S21_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_S_S22_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_S_S11_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_S_S12_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_S_S23_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_S_S24_R1_001.flexbar_q.fastq
tRF-16-PJ5830E,0,5,0,1,0,0,3,0,1,1,0,8,2,0,0,0,0,0,0,0,0,3,0
tRF-16-PNMI7OD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-PSJ985D,0,0,0,1,3,0,0,0,1,0,1,1,0,2,1,0,0,1,0,0,5,1,0
tRF-16-PSQP4PE,53,87,36,41,52,63,66,39,72,77,37,126,53,53,106,202,87,28,30,121,119,60,17
tRF-16-PSR9O9D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
tRF-16-Q01L7KB,2,1,2,2,0,4,1,1,3,0,1,0,1,3,2,4,0,0,0,1,1,1,1
tRF-16-Q01LQKB,5,4,7,1,4,3,6,2,5,9,1,4,13,5,2,7,5,6,2,4,9,8,3
tRF-16-Q01M3KE,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
tRF-16-Q1Q89PE,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0
tRF-16-Q2FWQ80,6,4,5,2,11,5,13,6,9,7,5,11,5,1,17,11,11,6,12,7,23,2,5
tRF-16-Q4NKKQB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-16-Q72S3H0,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,1,1,0
tRF-16-QB1MK8E,0,9,0,0,1,0,1,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0
tRF-16-QJ3KYUD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tRF-16-R008R90,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,1,0,0,0
tRF-16-R29P4PE,12,22,8,9,5,20,13,14,15,13,8,21,10,8,16,20,4,2,7,26,32,12,2
tRF-16-R2IP4O0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
tRF-16-R2Z4R90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-R3IEWS0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-16-R4L2RRD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
tRF-16-R7DJQV0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tRF-16-R9JP9PD,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,3,1,0
tRF-16-RESJ830,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
tRF-16-RKILQ60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tRF-16-RKIP4O0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
tRF-16-RLQ4PU0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-RLXN48E,0,0,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tRF-16-RPFQJDE,0,0,0,1,0,0,0,1,0,1,0,1,0,0,3,0,0,0,1,0,2,1,2
tRF-16-RPLWNDE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-16-RPM830D,130,371,203,31,12,699,674,19,147,243,435,2356,390,143,28,41,19,54,16,66,63,390,13
tRF-16-RPM830E,12,61,21,7,3,113,36,5,16,18,52,293,37,26,6,7,3,5,3,10,9,50,1
tRF-16-RQ59W3E,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,2
tRF-16-RUSMKVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-RV50SR0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-RX1HI2D,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0
tRF-16-RX1HZ2D,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
tRF-16-RX6NJHD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-16-RX6NMHD,5,6,7,3,5,20,15,2,14,7,8,15,14,8,17,4,6,10,3,4,40,5,7
tRF-16-RXSINHE,5,1,6,3,8,6,4,4,8,2,8,16,8,5,2,5,0,2,2,11,41,3,5
tRF-16-S3M830E,35,28,30,21,22,103,71,21,30,34,93,135,36,20,26,21,15,4,6,32,41,44,10
tRF-16-S4113KE,2,4,1,2,1,5,3,1,3,8,2,6,4,4,4,3,3,9,1,3,7,4,2
tRF-16-S45J7KE,22,5,4,18,4,9,14,2,13,13,8,8,7,6,10,15,15,9,20,13,12,6,12
tRF-16-S5R830E,0,0,0,0,2,0,3,0,0,0,0,2,1,0,0,2,0,0,0,1,0,1,1
tRF-16-S5S8R6D,1,1,1,0,0,3,0,0,0,0,0,2,3,0,1,0,1,0,0,3,0,0,0
tRF-16-S8V0J60,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0
tRF-16-S8V0J80,1,5,3,2,1,5,4,4,11,6,0,10,3,3,2,2,0,2,1,3,10,5,2
tRF-16-U9XW98D,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-UDJKSV0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0
tRF-16-UMX0SW0,2,8,5,0,3,5,0,0,8,0,0,3,2,0,2,1,2,0,1,5,5,1,0
tRF-16-V2Y8L9E,1,0,0,0,0,0,1,8,1,4,1,2,0,0,0,4,0,0,1,0,2,0,0
tRF-16-V4V4SQD,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
tRF-16-V4VH7QD,2,12,11,2,13,8,6,3,9,8,6,16,6,2,6,6,3,3,5,24,21,4,1
tRF-16-V81H93E,0,0,1,1,2,1,2,0,2,8,13,5,0,0,2,0,2,2,2,0,1,0,0
tRF-16-VF54QF0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-VM7JL30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-W26WRND,0,0,0,0,3,2,0,1,0,0,1,0,2,2,2,0,2,0,1,0,0,0,1
tRF-16-W3FJHPB,10,10,10,7,9,13,6,7,24,8,2,17,15,10,21,5,10,4,12,22,47,20,4
tRF-16-W3FJIKB,22,39,35,25,80,60,30,10,79,80,31,70,57,52,80,20,21,35,17,49,140,41,15
tRF-16-W7WK6W0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,0,0,0
tRF-16-W9RKM80,4,4,0,1,2,2,1,1,5,2,1,0,3,1,3,4,3,0,4,0,3,8,3
tRF-16-WB08Q2B,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0
tRF-16-WB0Q370,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-WD8S740,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tRF-16-WD8SS40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0
tRF-16-WE6WRND,7,1,0,2,3,2,2,2,3,4,4,2,1,2,1,8,8,2,1,7,4,0,0
tRF-16-WE8RO80,0,4,0,1,0,2,0,0,3,0,0,2,0,1,1,0,0,0,0,2,0,0,0
tRF-16-WE8S68D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0
tRF-16-WE8SPOD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
tRF-16-WE8SPOE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
tRF-16-WJ9X0UB,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0
tRF-16-WK6WRND,1,0,0,3,0,0,0,1,0,1,0,1,1,0,0,1,2,0,0,0,0,1,5
tRF-16-WK6WRNE,1,1,2,0,7,0,0,0,3,0,4,3,1,2,1,3,0,1,2,1,2,1,6
tRF-16-WKXU53D,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
tRF-16-WO6VJDE,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-WO6VXWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
tRF-16-WPMN1EE,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-WS7K0RD,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-WU1M70E,0,0,0,0,1,1,0,1,0,0,1,2,0,0,3,0,0,0,0,2,5,1,0
tRF-16-WVEH93E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-WYL1M3E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-X3HRL70,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-16-X5Q4R90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-XEKJ5R0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
tRF-16-XH14PU0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
tRF-16-XRPM46D,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-16-XU53F80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tRF-16-Y81H93E,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
tRF-16-Y87HFKE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
tRF-16-Y8L9810,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
tRF-16-Y8RH93E,2,0,0,1,0,2,1,0,1,1,0,3,0,1,0,0,0,0,2,0,3,1,4
tRF-16-Y9PYKHD,2,3,0,1,1,2,3,0,2,1,3,9,2,2,1,1,1,1,0,5,10,5,5
tRF-16-YKISQID,1,0,0,0,0,0,0,3,0,3,1,0,1,0,0,1,2,2,0,0,1,0,0
tRF-16-YKWIR90,0,0,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
tRF-16-YOHR6HB,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
tRF-16-YPSV17D,1,5,0,0,0,0,0,0,1,2,0,1,2,2,0,1,0,0,0,1,5,1,0
tRF-16-YR66EFD,1,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0
tRF-16-YRRHQFD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
tRF-16-YSQSD2D,2,2,0,0,2,6,1,0,1,2,2,4,2,1,0,1,3,0,1,1,7,2,3
tRF-16-YU8R6QD,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-16-YU8SRZD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-YU9H93E,1,2,0,1,2,1,0,0,0,0,0,1,1,1,1,3,3,2,0,1,1,1,0
tRF-16-YUYRRH0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
tRF-16-YYS9MQ0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,0,0,0,1,0,0
tRF-16-YZQD3KE,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
tRF-16-Z87HFKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
tRF-16-ZDL9X1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
tRF-16-ZFLWRND,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
tRF-16-ZHR95MD,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tRF-16-ZKXU53D,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-16-ZOWURMD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-16-ZOWURME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-16-ZSIJ7KE,9,12,6,5,13,6,4,3,14,1,0,9,5,11,11,15,9,4,7,4,8,5,5
tRF-16-ZVEH93E,0,5,6,1,5,6,2,2,6,4,0,10,9,2,6,1,1,6,9,5,4,3,8
tRF-17-07QSNHJ,2,2,0,1,1,4,0,0,2,3,1,5,3,1,2,8,1,2,1,5,7,0,6
tRF-17-08P2B52,5,4,4,5,8,9,9,7,11,6,11,7,14,2,5,1,0,0,4,10,21,0,6
tRF-17-08Q2B52,277,473,332,374,510,730,330,206,992,468,345,1190,802,338,272,379,117,279,148,693,1037,429,260
tRF-17-0P5830P,0,0,0,0,0,1,0,0,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0
tRF-17-0PD830P,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
tRF-17-0PRMQ0Q,2,0,0,0,3,2,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
tRF-17-0RSSX7J,8,7,5,12,10,12,9,0,6,8,16,15,11,5,8,20,16,12,3,12,11,7,7
tRF-17-0UQ2B52,0,0,0,0,1,1,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0
tRF-17-10H7RNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
tRF-17-113KYU5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-17-15WV7W4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-184KISN,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
tRF-17-18V0LQM,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-18V0LWM,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,0
tRF-17-1EWJQ72,0,0,0,0,0,1,2,0,2,1,0,0,0,1,0,0,2,0,0,1,3,0,0
tRF-17-1HPSR9L,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-1KVUY94,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
tRF-17-1M38YU5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tRF-17-1M58HUF,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-1NR8YUM,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-1PW4PUN,0,1,0,0,0,0,0,1,1,0,0,1,1,2,0,3,0,0,0,3,0,1,1
tRF-17-1SS2P44,3,10,10,7,11,7,4,2,19,16,3,15,10,9,6,3,3,5,1,5,4,9,0
tRF-17-1SS2PMH,0,9,0,2,0,4,5,1,8,3,1,9,2,0,3,1,0,1,0,3,4,5,0
tRF-17-23W8WRN,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tRF-17-2E3KXRJ,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
tRF-17-2E4892J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-2E489BJ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0
tRF-17-2EK8E0J,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-17-2J1Y0S4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
tRF-17-2MK827J,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-17-2VO0SRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
tRF-17-2WNIYFK,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
tRF-17-30MMUK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
tRF-17-31QJ3KQ,0,3,0,0,0,0,0,1,0,0,0,1,1,3,21,5,1,0,0,11,0,2,0
tRF-17-32Q86NN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-17-365K652,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-17-3H93WBJ,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-3L90Q44,0,1,0,0,2,1,0,2,1,1,1,1,0,8,0,2,4,1,2,0,8,0,0
tRF-17-3XRSN35,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-40KK5YP,2,2,0,6,3,1,0,2,11,1,0,5,2,1,8,0,0,0,0,1,4,3,1
tRF-17-45LSM1K,0,0,0,0,0,4,0,1,1,0,2,1,0,0,4,0,0,0,0,0,0,0,0
tRF-17-490VL83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
tRF-17-490VL8J,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,3,0,0
tRF-17-4BRRN35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
tRF-17-4E6L1F5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-17-4E6L1FQ,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-4EK2R9K,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
tRF-17-4EKN7I3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-4O77R7J,1,4,0,1,2,0,4,2,5,1,0,4,4,1,0,1,0,0,2,0,0,1,0
tRF-17-4RRQRBJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-4RRWRBJ,0,0,0,0,1,1,2,0,2,0,2,3,1,0,0,3,0,0,0,3,3,0,2
tRF-17-4ZMKQ44,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-17-593J2H2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
tRF-17-596VW6J,0,0,3,3,1,2,3,2,2,3,3,6,1,2,6,4,1,0,1,2,4,1,3
tRF-17-59KNNVL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
tRF-17-5DMKYUQ,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-17-5PYPZ3H,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-5WF918O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
tRF-17-60MV9JJ,1,0,1,0,2,0,2,0,4,0,2,2,0,0,0,1,0,0,2,0,0,0,1
tRF-17-623K7SI,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-67M8LOK,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0
tRF-17-6NMH491,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,2,1,0,1,0,0,0
tRF-17-6RRNLIJ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
tRF-17-70VR31P,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0
tRF-17-73FJQ43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-73UKJYL,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tRF-17-73V2Y8K,18,12,23,2,11,18,18,16,33,28,23,51,24,10,30,10,9,11,2,16,50,16,4
tRF-17-741M3KQ,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,1,1,2,0,0
tRF-17-7616MS4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-761RNNK,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
tRF-17-76D6MS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-76D7LY4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-76D7M4L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-76DRR4J,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-76HRMF5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-76HRMFJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-76RSJM5,0,0,1,0,0,0,1,0,0,0,2,1,0,1,0,2,1,0,1,0,0,0,0
tRF-17-7P596V5,1,6,3,1,2,1,3,1,1,2,1,9,0,0,0,1,1,2,0,5,6,4,1
tRF-17-7PU9XWP,0,0,0,0,4,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0
tRF-17-7S1RJ74,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tRF-17-7SERM4P,0,15,0,1,14,2,0,6,42,0,1,2,0,16,1,0,0,0,4,0,0,6,1
tRF-17-7SERMLP,0,7,0,1,27,0,0,6,28,0,0,3,0,6,1,0,0,0,3,1,0,3,0
tRF-17-7SFRJ4L,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-7SHRMF5,0,1,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
tRF-17-7SHRMFJ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-7SHRRN5,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0
tRF-17-7SIR69L,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-821IQ4Q,0,1,3,0,0,2,0,1,1,0,0,3,0,2,0,2,0,0,3,2,0,0,0
tRF-17-83ML5F5,0,2,1,0,0,2,1,0,2,0,0,3,1,1,0,0,0,1,0,1,1,1,0
tRF-17-8639SV2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-863IP52,46,80,40,54,63,76,61,24,103,99,65,140,62,54,81,61,17,37,36,98,276,51,38
tRF-17-867KP92,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-8689SV2,1,3,3,5,5,20,2,1,3,4,4,5,1,1,5,5,3,3,3,2,8,1,1
tRF-17-86K2SV2,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,8,0,0
tRF-17-88481D2,1,0,2,1,0,0,0,0,1,0,4,0,1,1,0,0,0,1,0,3,2,0,1
tRF-17-884U1D2,370,523,597,297,346,414,234,154,643,455,482,743,549,424,300,280,198,324,164,582,661,497,294
tRF-17-8871K92,234,282,254,289,366,343,261,164,469,383,305,490,305,305,250,319,165,190,168,571,955,303,240
tRF-17-8871KR2,0,1,1,1,3,1,0,0,3,0,1,1,0,2,0,0,1,1,0,0,2,0,0
tRF-17-890Y5FJ,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,3,0,0,0,1,0,0
tRF-17-8B8SOUM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-8EKSP15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-17-8HWVZ51,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0
tRF-17-8NWE6W4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tRF-17-8P4U1D2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0
tRF-17-8PLML35,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
tRF-17-8R6546J,33,19,20,39,30,53,29,8,36,27,26,44,44,29,33,49,25,33,20,47,96,32,20
tRF-17-8R6Q46J,74,73,64,63,118,118,75,45,142,143,61,127,108,116,117,158,66,84,56,187,340,88,63
tRF-17-8S68L52,11,10,8,8,10,19,6,2,25,10,8,21,14,15,14,6,7,6,3,9,76,2,8
tRF-17-8SPOL52,8,5,3,9,10,13,7,7,12,9,8,8,10,2,16,4,2,10,3,8,33,4,9
